Product Name,Launch Date(s),Product Hunt URL,Official Website,Founder Name(s),Founder Evidence Type,Contact Email(s),Founder Source Links,Email Source Links,Notes
FetchSandbox,2026-7-12,https://www.producthunt.com/products/fetchsandbox,https://fetchsandbox.com,MA Mustafa Arian; RD Ryan Davis; FM Felipe Maschio; JO Jasnoor Singh Oberoi,Official website founder-role or founded-by evidence,,https://fetchsandbox.com; https://www.producthunt.com/products/fetchsandbox,https://fetchsandbox.com,No qualifying public business/contact email was found on the crawled official-site pages.
Second Brain for AI v2,2026-7-12; 2026-7-25,https://www.producthunt.com/products/second-brain-cloudflare,https://github.com/rahilp/second-brain-cloudflare,Rahil Pirani,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/second-brain-cloudflare,https://support.github.com/request/landing; https://github.com/contact-us; https://github.com/about; https://github.com/about-us; https://github.com/team; https://github.com/company; https://github.com/enterprise/premium-support,No qualifying public business/contact email was found on the crawled official-site pages.
ServiceBeard,2026-7-12,https://www.producthunt.com/products/servicebeard,https://servicebeard.app,Joram van den Boezem,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/servicebeard,https://servicebeard.app/contact/; https://servicebeard.app/contact-us; https://servicebeard.app/about; https://servicebeard.app/about-us; https://servicebeard.app/team; https://servicebeard.app/company; https://servicebeard.app/support; https://servicebeard.app/help,No qualifying public business/contact email was found on the crawled official-site pages.
Offer Max,2026-7-12,https://www.producthunt.com/products/offer-max,https://offermax.me,Hector Jo,Product Hunt public launch-team/maker names; founder title not independently verified,help@offermax.me,https://www.producthunt.com/products/offer-max,https://offermax.me/login?next=%2Fcontact; https://offermax.me/login?next=%2Fcontact-us; https://offermax.me/about; https://offermax.me/login?next=%2Fabout-us; https://offermax.me/login?next=%2Fteam; https://offermax.me/login?next=%2Fcompany; https://offermax.me/login?next=%2Fsupport; https://offermax.me/login?next=%2Fhelp,
AI Visibility,2026-7-12,https://www.producthunt.com/products/ai-visibility,https://aivisibility.pro,Andrew,Product Hunt public launch-team/maker names; founder title not independently verified,support@aivisibility.pro,https://www.producthunt.com/products/ai-visibility,https://aivisibility.pro,
Flowing,2026-7-12,https://www.producthunt.com/products/flowing,https://flowing.works,Jim Lau,Product Hunt public launch-team/maker names; founder title not independently verified,support@flowing.works,https://www.producthunt.com/products/flowing,https://flowing.works/en/contact; https://flowing.works/en/about,
Glimpse,2026-7-12,https://www.producthunt.com/products/glimpse-18,https://glimpse.wozart.com,Manoj Malineni,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/glimpse-18,https://glimpse.wozart.com,No qualifying public business/contact email was found on the crawled official-site pages.
CONTRABAND VR Cinema,2026-7-12,https://www.producthunt.com/products/contraband-vr-cinema,https://contraband.watch,Vijay Anand,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/contraband-vr-cinema,https://contraband.watch/contact; https://contraband.watch/about,No qualifying public business/contact email was found on the crawled official-site pages.
Mochi Analytics,2026-7-12,https://www.producthunt.com/products/mochi-analytics,https://www.mochianalytics.com,Dev Tanna,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/mochi-analytics,https://www.mochianalytics.com/contact; https://www.mochianalytics.com/contact-us; https://www.mochianalytics.com/about; https://www.mochianalytics.com/about-us; https://www.mochianalytics.com/team; https://www.mochianalytics.com/company; https://www.mochianalytics.com/support; https://www.mochianalytics.com/help; https://www.mochianalytics.com/use-cases/small-teams,No qualifying public business/contact email was found on the crawled official-site pages.
Predictify,2026-7-12,https://www.producthunt.com/products/predictify,https://predictify.gg,Baro Barukčić,Product Hunt public launch-team/maker names; founder title not independently verified,support@predictify.gg; baro@predictify.gg,https://www.producthunt.com/products/predictify,https://predictify.gg/about/,
Wispr Flow: Dictation That Works Everywhere,2026-7-12; 2026-7-25; 2026-8-5; 2026-8-10; 2026-8-15,https://www.producthunt.com/products/wisprflow,https://wisprflow.ai,Jarvis,Official website founder-role or founded-by evidence,,https://wisprflow.ai; https://www.producthunt.com/products/wisprflow,https://wisprflow.ai/about; https://wisprflow.ai/support; https://wisprflow.ai/customer-support,No qualifying public business/contact email was found on the crawled official-site pages.
Hugo AI,2026-7-12,https://www.producthunt.com/products/hugo-ai-2,https://www.rtastudio.in/HugoAI,Yeswanth Choudari,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/hugo-ai-2,https://www.rtastudio.in/contact; https://www.rtastudio.in/contact-us; https://www.rtastudio.in/about; https://www.rtastudio.in/about-us; https://www.rtastudio.in/team; https://www.rtastudio.in/company; https://www.rtastudio.in/support; https://www.rtastudio.in/help,No qualifying public business/contact email was found on the crawled official-site pages.
Widemile,2026-7-12,https://www.producthunt.com/products/wm-studio,https://widemile.ai,Centola Francesco; Salvatore Melia; Jessi Pavia,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/wm-studio,https://widemile.ai,No qualifying public business/contact email was found on the crawled official-site pages.
ReadRoom,2026-7-12,https://www.producthunt.com/products/readroom,https://www.readroom.blog,Gia Macool; GM Gia Macool,Official website founder-role or founded-by evidence,,https://www.readroom.blog; https://www.producthunt.com/products/readroom,https://www.readroom.blog/about,No qualifying public business/contact email was found on the crawled official-site pages.
AgentKey,2026-7-13,https://www.producthunt.com/products/agentkey,https://agentkey.app,Luki; lxcong; Mogu,Product Hunt public launch-team/maker names; founder title not independently verified,support@agentkey.app,https://www.producthunt.com/products/agentkey,https://agentkey.app/contact; https://agentkey.app/contact-us; https://agentkey.app/about; https://agentkey.app/about-us; https://agentkey.app/team; https://agentkey.app/company; https://agentkey.app/support; https://agentkey.app/help,
Osaurus,2026-7-13,https://www.producthunt.com/products/osaurus,https://osaurus.ai,Raajeev Chandran; Chris Messina; Jared Goodman,Product Hunt public launch-team/maker names; founder title not independently verified,hello@osaurus.ai,https://www.producthunt.com/products/osaurus,https://osaurus.ai/contact; https://osaurus.ai/about,
AI Media Buyer By Creatify,2026-7-13,https://www.producthunt.com/products/creatify,https://creatify.ai,Ben Fernandez; Hebe Wang; Ledell Wu,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/creatify,https://creatify.ai/contact; https://creatify.ai/about,No qualifying public business/contact email was found on the crawled official-site pages.
Loomal,2026-7-13,https://www.producthunt.com/products/loomal,https://loomal.ai,Kruti Parekh; Rajesh; Danny Heng,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/loomal,https://loomal.ai,No qualifying public business/contact email was found on the crawled official-site pages.
Playground,2026-7-13,https://www.producthunt.com/products/nyx-4,https://fabraix.com,Ibrahim Abdu; Zach,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/nyx-4,https://fabraix.com/contact; https://fabraix.com/contact-us; https://fabraix.com/about; https://fabraix.com/about-us; https://fabraix.com/team; https://fabraix.com/company; https://fabraix.com/support; https://fabraix.com/help,No qualifying public business/contact email was found on the crawled official-site pages.
Marked QL,2026-7-13,https://www.producthunt.com/products/marked-ql,https://markedapp.com/ql,Brett Terpstra,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/marked-ql,https://markedapp.com/contact/; https://markedapp.com/about/; https://markedapp.com/help/Overview; https://support.markedapp.com/,No qualifying public business/contact email was found on the crawled official-site pages.
UnitPay,2026-7-13,https://www.producthunt.com/products/unitpay,https://www.useunitpay.com,Terms Connect Vijay Gorfad,Official website founder-role or founded-by evidence,vijay@useunitpay.com,https://www.useunitpay.com; https://www.producthunt.com/products/unitpay,https://www.useunitpay.com/about,
Willow,2026-7-13,https://www.producthunt.com/products/willow-7,https://willowai.app,Ali,Product Hunt public launch-team/maker names; founder title not independently verified,support@willowai.app,https://www.producthunt.com/products/willow-7,https://willowai.app,
Knockoff,2026-7-13,https://www.producthunt.com/products/knockoff-2,https://knockoff.co,Josh Pigford,Product Hunt public launch-team/maker names; founder title not independently verified,hello@knockoff.co,https://www.producthunt.com/products/knockoff-2,https://knockoff.co,
SpeechifyAI Simba Voice Agents,2026-7-13,https://www.producthunt.com/products/speechify,https://speechify.com/?source=fb-for-mobile&via=donald,Cliff Weitzman; Kai; Rohan Pavuluri,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/speechify,https://speechify.com/contact/; https://speechify.com/about/; https://help.speechify.com/en/; https://speechify.com/voiceover-studio-contact/,No qualifying public business/contact email was found on the crawled official-site pages.
Fudge MCP,2026-7-13,https://www.producthunt.com/products/fudge-mcp,https://design.withfudge.com,Simdi Jinkins,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/fudge-mcp,https://design.withfudge.com,No qualifying public business/contact email was found on the crawled official-site pages.
NoMac.app,2026-7-13,https://www.producthunt.com/products/nomac,https://nomac.app,Gary Miklos,Product Hunt public launch-team/maker names; founder title not independently verified,,https://www.producthunt.com/products/nomac,https://nomac.app,No qualifying public business/contact email was found on the crawled official-site pages.
